escenario,metodo,proporcion_contaminacion,magnitud_contaminacion,ubicacion_contaminacion,n_replicas,sesgo,mse,rmse,mae,mape,error_porcentual_promedio,desviacion_estandar_estimaciones,tasa_sobreestimacion,tasa_subestimacion,error_absoluto_mediano,error_estandar_monte_carlo_sesgo,error_estandar_monte_carlo_mape,error_estandar_monte_carlo_mae,sesgo_ic_inferior,sesgo_ic_superior,mape_ic_inferior,mape_ic_superior,mae_ic_inferior,mae_ic_superior
p20_m5_temprana,ponderado,0.2,5.0,temprana,400.0,698.0278922686136,3036246.2762612463,1742.4827908077734,1041.7732614239792,0.6476525720641049,0.46003686911776936,1560.7752807708325,0.6125,0.3875,581.133064125442,79.92796471542098,0.0471501914874789,69.92575274783681,541.3690814263884,854.6867031108388,0.5552381967486463,0.7400669473795635,904.718786038219,1178.8277368097392
p20_m5_temprana,truncada,0.2,5.0,temprana,400.0,1517.9698281896185,8091309.5663434435,2844.522730853709,1665.2069151318608,1.0344697935673175,0.9548880299511984,2390.1923395400718,0.7925,0.2075,876.1911314723112,120.43235777656525,0.07247172770716978,115.45263972903433,1281.9224069475506,1754.0172494316864,0.8924252072612647,1.1765143798733702,1438.9197412629535,1891.494089000768
p5_m10_aleatoria,clasico,0.05,10.0,aleatoria,400.0,1153.9823919031476,6034885.146761253,2456.600322958794,1367.403710760681,0.8513451714747025,0.7267016192831425,2172.2589784521647,0.7625,0.2375,751.9016517726449,108.57022242696874,0.06515556660788478,102.17058121378109,941.1847559462889,1366.7800278600064,0.7236402609232483,0.9790500820261566,1167.14937158167,1567.6580499396919
p5_m10_aleatoria,mediana,0.05,10.0,aleatoria,400.0,655.2552968261085,3206540.4406291284,1790.6815575721798,941.4037519665239,0.5747452410806515,0.41125906920779814,1681.5020801120304,0.615,0.385,486.77843368093215,83.42873140943479,0.04544809191652994,76.25802749826417,491.7349832636163,818.7756103886007,0.4856669809242528,0.6638235012370501,791.9380180699261,1090.8694858631218
p5_m10_aleatoria,ponderado,0.05,10.0,aleatoria,400.0,877.2000942063473,4115780.0250806753,2028.7385304865375,1074.195409168781,0.6597339896906572,0.5483940752458636,1844.0449540825682,0.73,0.27,532.967161781858,91.57901965852587,0.05207841346064755,86.15839362466917,697.7052156756366,1056.694972737058,0.557660299307788,0.7618076800735264,905.3249576644295,1243.0658606731326
p5_m10_aleatoria,truncada,0.05,10.0,aleatoria,400.0,2270.1702459783055,14069085.424630517,3750.877953843675,2303.469667080601,1.4334701795185703,1.4143607587161864,2994.8160336623173,0.9475,0.0525,1574.1139382221822,149.48040733724125,0.09475952074771178,148.19814106869154,1977.1886475973126,2563.1518443592986,1.2477415188530552,1.6191988401840853,2013.0013105859657,2593.9380235752365
p5_m10_tardia,clasico,0.05,10.0,tardia,400.0,815.6384226707689,5243548.442075473,2289.8795693388493,997.2969606814789,0.6303138402627206,0.5313372453027762,2116.8846080644357,0.7175,0.2825,449.9403961868667,107.11858846078542,0.068328434821021,103.19394610153935,605.6859892876296,1025.5908560539083,0.49639010801351946,0.7642375725119218,795.0368263224618,1199.557095040496
p5_m10_tardia,mediana,0.05,10.0,tardia,400.0,531.7607783150618,5399196.352327861,2323.617083843175,862.4143997892015,0.5406105838003303,0.35553772214397555,2241.576986606133,0.55,0.45,371.5568283680843,113.23923736776547,0.0704170679341766,108.01742358483186,309.8118730742415,753.7096835558821,0.4025931306493442,0.6786280369513165,650.700249562931,1074.128550015472
p5_m10_tardia,ponderado,0.05,10.0,tardia,400.0,679.4150013838552,5981662.917493975,2445.7438372597353,931.1722252273005,0.5867514187741624,0.4478722897566822,2328.29583657227,0.61,0.39,392.18089578205786,117.62113867894541,0.07430714492543813,113.21881141972952,448.8775695731222,909.9524331945881,0.4411094147203036,0.7323934228280211,709.2633548446306,1153.0810956099704
p5_m10_tardia,truncada,0.05,10.0,tardia,400.0,1226.778632163153,8590551.660439225,2930.9642884960617,1325.183731452992,0.8392567179667464,0.7869944769022758,2642.63118559678,0.82,0.18,640.9145088401239,133.26031065646845,0.0864132719796245,130.8775062795504,965.5884232764747,1487.968841049831,0.6698867048866823,1.0086267310468104,1068.6638191450734,1581.7036437609108
p5_m10_temprana,clasico,0.05,10.0,temprana,400.0,590.5628976712165,6199434.863969884,2489.8664349659166,1107.108776277498,0.6655313062096724,0.3717753254941759,2425.94890858219,0.51,0.49,556.3203201839567,121.0922547277396,0.06753235221144996,111.64912166950528,353.2220784048469,827.9037169375862,0.5331678958752305,0.7978947165441143,888.2764978052677,1325.9410547497284
p5_m10_temprana,mediana,0.05,10.0,temprana,400.0,568.0056781547423,5666678.09862153,2380.4785440372134,1000.195651301376,0.5981481432765179,0.35668931622271655,2319.173629206326,0.4775,0.5225,435.9972092661178,115.73073545231875,0.06469814324083073,108.14321190000086,341.1734366681976,794.837919641287,0.47133978252448966,0.7249565040285462,788.2349559773743,1212.1563466253776
p5_m10_temprana,ponderado,0.05,10.0,temprana,400.0,736.6730627368073,6848297.447740626,2616.925189557513,1082.638588236245,0.6529648076847536,0.4611796710133829,2517.5250666164834,0.56,0.44,423.5705479385009,125.71210940906482,0.07265168532255617,119.27297659096261,490.27732829504026,983.0687971785744,0.5105675044525435,0.7953621109169637,848.8635541179582,1316.4136223545315
p5_m10_temprana,truncada,0.05,10.0,temprana,400.0,1287.5081061269898,9701521.619405497,3114.7265721737913,1448.2339781088274,0.8831841690566385,0.7963414323921968,2845.540908197334,0.7675,0.2325,632.8946178318948,141.98595447553183,0.08375219702437758,138.0506968377375,1009.2156353549474,1565.8005768990322,0.7190298628888585,1.0473384752244186,1177.654612306862,1718.8133439107928
