escenario,metodo,proporcion_contaminacion,magnitud_contaminacion,ubicacion_contaminacion,n_replicas,sesgo,mse,rmse,mae,mape,error_porcentual_promedio,desviacion_estandar_estimaciones,tasa_sobreestimacion,tasa_subestimacion,error_absoluto_mediano,error_estandar_monte_carlo_sesgo,error_estandar_monte_carlo_mape,error_estandar_monte_carlo_mae,sesgo_ic_inferior,sesgo_ic_superior,mape_ic_inferior,mape_ic_superior,mae_ic_inferior,mae_ic_superior
p20_m5_temprana,clasico,0.2,5.0,temprana,1000.0,518.9189970905054,3592033.836155006,1895.2661649897636,1018.5502259349532,0.6339159295216006,0.35377719658411855,1792.0739299344887,0.509,0.491,542.2246255835295,57.67220295434532,0.033525228706178106,50.568235284837506,405.88147929998854,631.9565148810223,0.5682064812574915,0.6996253777857097,919.4364847766717,1117.6639670932348
p20_m5_temprana,mediana,0.2,5.0,temprana,1000.0,620.720405286053,3711068.8841864294,1926.4134769530733,1038.2922862718285,0.6444036183451636,0.4116588545926766,1798.2599665926891,0.537,0.463,510.217954003483,57.69838963796791,0.03333550840447411,51.33861768806178,507.63156159563596,733.8092489764701,0.5790660218723943,0.7097412148179328,937.6685956032275,1138.9159769404296
p20_m5_temprana,ponderado,0.2,5.0,temprana,1000.0,907.9332253704789,5051845.8746401975,2247.631169618405,1206.084309788216,0.7542094929909652,0.5907512433872457,2030.2563111575041,0.65,0.35,523.220818554568,65.05178604601363,0.03910267117743253,60.00672728655116,780.4317247202922,1035.4347260206657,0.6775682574831974,0.830850728498733,1088.4711243065756,1323.6974952698563
p20_m5_temprana,truncada,0.2,5.0,temprana,1000.0,1951.898714646473,13982341.566530013,3739.2969347900166,2075.838541313755,1.3106616454601618,1.2460139926733536,3164.7393866391376,0.846,0.154,1027.0990424224779,100.90894702592699,0.06625427538363492,98.40182333555694,1754.1171784756561,2149.68025081729,1.1808032657082375,1.4405200252120862,1882.9709675760632,2268.7061150514464
p5_m10_aleatoria,clasico,0.05,10.0,aleatoria,1000.0,1382.4056238024616,10776588.039756553,3282.7713962072585,1659.8915438997985,1.021382600699091,0.866114649818029,2969.6066418246337,0.737,0.263,862.6564016737245,94.20412490004918,0.056267141724822146,89.60679371412763,1197.7655389983652,1567.045708606558,0.9110990029184395,1.1316661984797423,1484.2622282201085,1835.5208595794886
p5_m10_aleatoria,mediana,0.05,10.0,aleatoria,1000.0,805.1478988368707,6179559.131011061,2485.8719055918914,1149.3981249859016,0.7066808326922186,0.5165744015429798,2337.4309539318047,0.633,0.367,553.208670532162,74.40989735804283,0.043905482076603664,69.73741024498712,659.3045000151068,950.9912976586346,0.6206260878220754,0.7927355775623618,1012.7128009057269,1286.0834490660764
p5_m10_aleatoria,ponderado,0.05,10.0,aleatoria,1000.0,1071.2633703452636,8049732.860711132,2837.205114317809,1320.970940806591,0.8156229896996079,0.6790473260519705,2614.610411088731,0.713,0.287,607.0781487617564,83.12061530544871,0.04993149950712026,79.44230430928883,908.3469643465842,1234.179776343943,0.7177572506656522,0.9134887287335636,1165.2640243603848,1476.6778572527971
p5_m10_aleatoria,truncada,0.05,10.0,aleatoria,1000.0,2711.8387193015533,25080882.692771446,5008.081737828512,2768.8783734261356,1.7118671100504184,1.6813234760711773,4202.952878256242,0.915,0.085,1644.851652952544,133.2087009593579,0.08298281937135549,132.02888650904129,2450.749665421212,2972.9277731818947,1.5492207840825616,1.8745134360182751,2510.101755868415,3027.6549909838564
p5_m10_tardia,clasico,0.05,10.0,tardia,1000.0,784.7872427617253,4904127.559230786,2214.5264864595288,981.0504790020789,0.6119605925797552,0.5058996630753352,2058.0732021028357,0.704,0.296,513.9530668041135,65.51739518556225,0.037913893815020805,62.81411569074731,656.3731481980233,913.2013373254274,0.5376493607023144,0.686271824457196,857.9348122482141,1104.1661457559435
p5_m10_tardia,mediana,0.05,10.0,tardia,1000.0,496.61998201602654,4391439.779377281,2095.57624041152,865.6386776507509,0.5346609704968048,0.3303784960044338,2020.385230690588,0.542,0.458,447.46379491975745,64.4124004378804,0.03664092919309858,60.380089552324186,370.37167715778094,622.8682868742721,0.46284474927833164,0.606477191715278,747.2937021281955,983.9836531733063
p5_m10_tardia,ponderado,0.05,10.0,tardia,1000.0,682.1944622073278,5974840.92243902,2444.348772667072,960.3343947244828,0.5956830606311714,0.4431973466099829,2335.6433836339397,0.631,0.369,482.6611256800602,74.26282114744532,0.0427865849274541,71.1172020623517,536.639332758335,827.7495916563206,0.5118213541733614,0.6795447670889814,820.9446786822734,1099.724110766692
p5_m10_tardia,truncada,0.05,10.0,tardia,1000.0,1301.63701189938,9093227.69345992,3015.4979179996,1402.1182815541922,0.8767822337894025,0.8232305922313508,2711.9071613324177,0.833,0.167,787.2728496477486,86.0602995455596,0.05109065808179544,84.46553406233737,1132.958824790083,1470.315199008677,0.7766445439490834,0.9769199236297215,1236.565834792011,1567.6707283163735
p5_m10_temprana,clasico,0.05,10.0,temprana,1000.0,395.3916580413455,3611045.4479011446,1900.2750979532266,922.9561751419668,0.5648354898365251,0.2672274763464716,1841.9285805556676,0.52,0.48,531.8499197566327,58.80619910950007,0.032873208577785556,52.55434621393773,280.13150778672536,510.6518082959657,0.5004040010240653,0.6292669786489848,819.9496565626489,1025.9626937212847
p5_m10_temprana,mediana,0.05,10.0,temprana,1000.0,385.65438411353176,3297397.14442896,1815.873658718844,828.3166273388772,0.5083798984908661,0.2627667164033103,1755.1324828517825,0.506,0.494,455.85786229239136,56.14106928179295,0.031894404057643065,51.12633970777512,275.6178883212176,495.6908799058459,0.44586686653788565,0.5708929304438465,728.109001511638,928.5242531661164
p5_m10_temprana,ponderado,0.05,10.0,temprana,1000.0,562.6028769189061,4187931.17889103,2046.4435440273035,903.0873973255469,0.5586292313928832,0.3711700355194316,1950.9566959077479,0.582,0.418,461.2800309312753,62.251782835834035,0.03635011677000364,58.1011193674834,440.58938256067137,684.6163712771408,0.4873830025236761,0.6298754602620904,789.2092033652794,1016.9655912858144
p5_m10_temprana,truncada,0.05,10.0,temprana,1000.0,1233.5063675247147,7444389.1513897525,2728.4407912560155,1393.3351621707632,0.8608181946168406,0.775066741907755,2430.5199540696517,0.793,0.207,749.8830903845276,76.99857123764293,0.04602130390593964,74.21936938589798,1082.5891678989346,1384.4235671504948,0.7706164389611989,0.9510199502724823,1247.865198174403,1538.8051261671233
p5_m2_aleatoria,clasico,0.05,2.0,aleatoria,1000.0,156.55793480589045,559333.504462445,747.8860237111301,541.42991973835,0.3336495005673783,0.12342643273564624,673.6304378253842,0.542,0.458,416.84379973311957,23.13781484902469,0.010838016542269617,16.323406509507862,111.20781770180207,201.90805190997884,0.31240698814452983,0.35489201299022677,509.4360429797146,573.4237964969855
p5_m2_aleatoria,mediana,0.05,2.0,aleatoria,1000.0,106.6233676594406,551322.9982001077,742.5112781635762,546.5807582254752,0.33462606125860844,0.09264406494039841,677.9654834725786,0.502,0.498,427.1871858566583,23.2485472797697,0.010366542794447781,15.900481069326435,61.05621499109199,152.19052032778922,0.3143076373814908,0.3549444851357261,515.4158153295954,577.745701121355
p5_m2_aleatoria,ponderado,0.05,2.0,aleatoria,1000.0,251.7206123164731,683079.0484562254,826.4859638591726,589.0607919088253,0.3656498885812477,0.1813575445350242,734.864424623422,0.568,0.432,428.57229787493475,24.90654769150382,0.012205330881260718,18.341833461972108,202.90377884112561,300.5374457918206,0.3417274400539767,0.3895723371085187,553.11079832336,625.0107854942906
p5_m2_aleatoria,truncada,0.05,2.0,aleatoria,1000.0,588.4636992284813,1329604.036810585,1153.0845748732334,783.6936036437157,0.49198926282193534,0.38719616535283236,951.7075423457507,0.713,0.287,539.6301445239548,31.373536783589252,0.017890351283252802,26.760876609996302,526.9715671326464,649.9558313243163,0.45692417430675986,0.5270543513371109,731.242285488123,836.1449217993085
p5_m2_tardia,clasico,0.05,2.0,tardia,1000.0,123.31126323220866,438830.9280425624,662.4431508005516,491.7643399958827,0.30479485807734713,0.10020871693474018,597.8727177463604,0.522,0.478,390.10311617169816,20.59245759282635,0.009483572299442952,14.042647823999758,82.95004635026902,163.6724801141483,0.286207056370439,0.3233826597842553,464.2407502608432,519.2879297309222
p5_m2_tardia,mediana,0.05,2.0,tardia,1000.0,84.00385663517199,467214.4469205968,683.5308675697073,504.409484712005,0.31013466610996543,0.07518962508466526,631.2977451723027,0.495,0.505,383.7247033819972,21.462022677474337,0.009665326045476716,14.594468718330818,41.93829218732228,126.0694210830217,0.29119062706083104,0.3290787051590998,475.8043260240766,533.0146433999334
p5_m2_tardia,ponderado,0.05,2.0,tardia,1000.0,217.14674236606538,561846.0641647385,749.5639159969872,543.2274800332631,0.3379688421383358,0.15701201680558183,672.5122383854386,0.573,0.427,409.15012931448086,22.698206206869163,0.010992494898474923,16.3406543959395,172.65825820060184,261.63522653152893,0.3164235521373249,0.35951413213934663,511.19979741722165,575.2551626493045
p5_m2_tardia,truncada,0.05,2.0,tardia,1000.0,509.44480637826337,1046440.2709670642,1022.9566320069802,705.7670996169695,0.44367239316786333,0.33622483742074616,851.8959887521789,0.706,0.294,487.4933627168871,28.065885950303677,0.015621985296931625,23.428229852452237,454.43566991566814,564.4539428408585,0.41305330198587736,0.4742914843498493,659.8477691061631,751.6864301277759
p5_m2_temprana,clasico,0.05,2.0,temprana,1000.0,59.906120623535095,405391.4178549942,636.7035557109715,490.7197179239215,0.29641019660007045,0.06134184816884817,574.451604655841,0.5,0.5,400.3161080518165,20.055046233960145,0.008089238052636746,12.835510376384857,20.59823000497321,99.21401124209697,0.28055529001690244,0.31226510318323847,465.5621175862072,515.8773182616359
p5_m2_temprana,mediana,0.05,2.0,temprana,1000.0,39.504019484115226,430661.9104471128,656.248360338609,499.3621524605765,0.30059571363249993,0.04863856590485818,598.4839363024568,0.476,0.524,398.21583150078254,20.72512662845457,0.008407451771325623,13.471482174171548,-1.117228707655734,80.12526767588619,0.2841171081607017,0.3170743191042982,472.95804739920027,525.7662575219528
p5_m2_temprana,ponderado,0.05,2.0,temprana,1000.0,171.06819852054969,507858.19437018404,712.6417012567985,534.057888086971,0.3259828247021804,0.1290537684569598,638.7924620307233,0.568,0.432,419.1879816748146,21.887734893402783,0.009587979812792092,14.92860441474823,128.16823812948024,213.96815891161913,0.3071903842691079,0.34477526513525286,504.7978234340645,563.3179527398776
p5_m2_temprana,truncada,0.05,2.0,temprana,1000.0,474.5830405508351,987145.0469501981,993.5517334040528,711.454249064095,0.4421748321292226,0.31499657141650994,831.2406431829186,0.682,0.318,522.0229395533886,27.616637435338824,0.014451826883757263,21.942182156673468,420.454431177571,528.7116499240992,0.41384925143705836,0.4705004128213868,668.4475720370151,754.460926091175
p5_m5_aleatoria,clasico,0.05,5.0,aleatoria,1000.0,524.6415740494263,1970476.7272075918,1403.7367015247523,834.7306836853763,0.5251319846690273,0.3528187907235615,1270.5368016774496,0.646,0.354,549.4456346841396,41.19374795836608,0.025190175058672007,35.706811525408526,443.9018280510287,605.3813200478238,0.4757592415540302,0.5745047277840245,764.7453330955757,904.716034275177
p5_m5_aleatoria,mediana,0.05,5.0,aleatoria,1000.0,354.3026058560055,1628798.7791310817,1276.244012378151,727.2497502769395,0.4549460335228569,0.24759116098883188,1193.1616338796869,0.555,0.445,470.2433124107341,38.79140646883735,0.02302342757521841,33.181434378891026,278.2714491770843,430.33376253492673,0.4098201154754288,0.500071951570285,662.2141388943131,792.2853616595659
p5_m5_aleatoria,ponderado,0.05,5.0,aleatoria,1000.0,557.6301655442032,2170329.719245704,1473.2038960190487,825.3272927182729,0.5204692728182786,0.37313504672658665,1333.7788795363047,0.653,0.347,529.3747228827854,43.14208568530416,0.027161495035246154,38.60900457632136,473.0716776010071,642.1886534873994,0.4672327425491961,0.5737058030873611,749.6536437486831,901.0009416878628
p5_m5_aleatoria,truncada,0.05,5.0,aleatoria,1000.0,1268.0704368596855,5048370.236025028,2246.857858438096,1371.51279547382,0.8648556222743773,0.8093276925990851,1835.2960241110848,0.854,0.146,905.377297388946,58.683996239197256,0.03954665283757266,56.30713437263412,1153.0498042308589,1383.0910694885122,0.7873441827127349,0.9423670618360197,1261.1508121034572,1481.8747788441829
p5_m5_tardia,clasico,0.05,5.0,tardia,1000.0,366.89940189572445,1400719.912097535,1183.5201359070893,659.9223229254034,0.4106670805278262,0.2527691493916069,1086.546286935672,0.592,0.408,410.03238847756006,35.60017012739116,0.020045242705682052,31.08357489785732,297.1230684460378,436.6757353454111,0.37137840482468937,0.449955756230963,598.998516125603,720.8461297252037
p5_m5_tardia,mediana,0.05,5.0,tardia,1000.0,244.37635060592066,1369935.8634696587,1170.44259298338,638.7951721359866,0.39327889913183933,0.178167568758036,1105.0760046522234,0.519,0.481,408.5266666977998,36.21501885025763,0.019957642312662012,31.029654057955117,173.3949136594157,315.35778755242563,0.3541619201990218,0.43239587806465685,577.9770501823946,699.6132940895786
p5_m5_tardia,ponderado,0.05,5.0,tardia,1000.0,400.3419241358654,1711463.0772576975,1308.228985024295,704.6750876675189,0.4378911193798982,0.2740777559732965,1208.968790402388,0.609,0.391,429.6070047761863,39.40484948835728,0.02244309019545919,34.87280043656891,323.1084191386851,477.57542913304565,0.3939026625967982,0.48187957616299826,636.3243988118438,773.025776523194
p5_m5_tardia,truncada,0.05,5.0,tardia,1000.0,822.4713545014912,3052846.3222967004,1747.2396293287022,979.9745403052186,0.6169625776741223,0.53436121410778,1510.1058113209951,0.762,0.238,570.5981698815796,48.77259434642025,0.02929114317366046,45.766699831468515,726.8770695825075,918.0656394204749,0.5595519370537478,0.6743732182944968,890.2718086355403,1069.677271974897
p5_m5_temprana,clasico,0.05,5.0,temprana,1000.0,162.27470602038628,1199072.9392324123,1095.0218898416654,663.4843354180185,0.40332125838551586,0.12023490561273249,1061.0602107474815,0.462,0.538,440.01082568724667,34.26242508625449,0.016757924352704782,27.561224518956102,95.12035285132748,229.42905918944507,0.37047572665421447,0.43616679011681725,609.4643353608645,717.5043354751725
p5_m5_temprana,mediana,0.05,5.0,temprana,1000.0,149.7896996835656,1162928.5848477553,1078.391665791124,640.7256204089084,0.3893030292058533,0.11355184567490716,1042.9489644917994,0.455,0.545,430.1382616609876,33.7880639276719,0.01676632036697036,27.44362251263471,83.56509438532868,216.01430498180252,0.3564410412865914,0.4221650171251152,586.9361202841444,694.5151205336724
p5_m5_temprana,ponderado,0.05,5.0,temprana,1000.0,317.6164626889412,1490377.610008513,1220.8102268610437,697.2633650850768,0.42729831548975944,0.215811017077648,1157.4947223386946,0.535,0.465,431.8051183232466,37.294614636947195,0.019428016191581986,31.704993555197,244.51901800052474,390.7139073773577,0.38921940375425873,0.46537722722526015,635.1215777168907,759.4051524532629
p5_m5_temprana,truncada,0.05,5.0,temprana,1000.0,766.3685948207606,2885878.6409667656,1698.7874031104557,975.4739127845278,0.6030501347807625,0.488374114033252,1504.1207572487444,0.709,0.291,526.5232537975944,47.96726671925068,0.026489554042837905,44.003017532842044,672.3527520510293,860.3844375904919,0.5511306088568002,0.6549696607047248,889.2279984201574,1061.7198271488983
