metodo,rmse_promedio,mape_promedio,sesgo_absoluto_promedio,desviacion_estandar_promedio
mediana,1722.5790307834034,0.5824988455694197,599.6843066562491,1565.701404569362
ponderado,1949.3420917173064,0.6729353719796288,828.2139443659069,1720.5509478433942
clasico,2179.235156185282,0.7541508034981453,916.2248497155815,1915.9987799642659
truncada,3420.031858712076,1.2476182001088347,1887.3368850448308,2815.9250756855026
