hipotesis,evidencia_principal,dictamen
H1,"Correlacion de Spearman del RMSE clasico con proporcion = 0.367, con magnitud = 0.903. En la lectura por familias, Mediana lidera 9 de 9 familias contaminadas segun RMSE promedio. En estabilidad, el metodo robusto con mejor resultado es Mediana, que mejora al clasico en 22 de 27 escenarios contaminados.",Apoyada
